scope,n,mean_pct_delta,std_pct_delta,sem_pct_delta,rhs_win_rate,mean_rhs_wall_hours,mean_baseline_wall_hours,mean_runtime_ratio
all valid pairs,33,4.721280770207958,23.263043992340638,4.049576168580937,0.6666666666666666,2.0143181818181817,1.7913757575757574,1.1276205916068969
chaos,15,11.426902531056632,31.37261801814555,8.100375140746962,0.7333333333333333,2.3134466666666667,2.050186666666667,1.1313404724709686
clean,18,-0.8667373638326042,11.63536990717056,2.7424829876580645,0.6111111111111112,1.7650444444444444,1.5757,1.124520690886837
