timestamp_utc,job_id,mode,profile,run_id,attempt,commit,config_hash,state,reason,run_dir
2026-09-02T16:34:16Z,4834,smoke,b4,penddiag__smoke_b4__s7,1,e25f20437fd79f773de3c73d27a8f3d591a523f8,94a71c723d2cc524a989864a75b65e82cfade0757fa062c714a3f9c2a7eda590,SUBMITTED,cpu_source_and_capacity_gates_passed,/home/goncalo/git/horizonsearch/tdmpc2-jax-pendulum-delay-diagnostic/outputs/pendulum_delay_controller_diagnostic/penddiag__smoke_b4__s7/attempt_1
2026-09-02T16:56:47Z,4834,smoke,b4,penddiag__smoke_b4__s7,1,e25f20437fd79f773de3c73d27a8f3d591a523f8,94a71c723d2cc524a989864a75b65e82cfade0757fa062c714a3f9c2a7eda590,COMPLETED,RUN_VALID_with_gpu_and_egl_gates_passed,/home/goncalo/git/horizonsearch/tdmpc2-jax-pendulum-delay-diagnostic/outputs/pendulum_delay_controller_diagnostic/penddiag__smoke_b4__s7/attempt_1
2026-09-02T17:06:02Z,4835,full,b1,penddiag__b1_fixed_h2__s7,1,e25f20437fd79f773de3c73d27a8f3d591a523f8,32c4dd58657f06d1555ea3f7a87b05a2405b29eee677989872489e97ef89c9cb,SUBMITTED,full_gates_passed_and_physical_gpu_idle,/home/goncalo/git/horizonsearch/tdmpc2-jax-pendulum-delay-diagnostic/outputs/pendulum_delay_controller_diagnostic/penddiag__b1_fixed_h2__s7/attempt_1
2026-09-02T17:06:02Z,4836,full,b2,penddiag__b2_fixed_h3__s7,1,e25f20437fd79f773de3c73d27a8f3d591a523f8,ad07ece73e5f85a9833e9eaeaf3f2ca66dd279dac71a1915b7899887efa92055,SUBMITTED,full_gates_passed_and_physical_gpu_idle,/home/goncalo/git/horizonsearch/tdmpc2-jax-pendulum-delay-diagnostic/outputs/pendulum_delay_controller_diagnostic/penddiag__b2_fixed_h3__s7/attempt_1
2026-09-02T17:06:02Z,4837,full,b5,penddiag__b5_return_argmax__s7,1,e25f20437fd79f773de3c73d27a8f3d591a523f8,990dbe6690713866c7bbb4711b45a172844c735651154bace0909fed0c2725cf,SUBMITTED,full_gates_passed_and_physical_gpu_idle,/home/goncalo/git/horizonsearch/tdmpc2-jax-pendulum-delay-diagnostic/outputs/pendulum_delay_controller_diagnostic/penddiag__b5_return_argmax__s7/attempt_1
