timestamp_utc,run_id,attempt,job_id,state,commit,config_hash,elapsed,exit_code,validation,notes
2026-08-26T18:13:00Z,penddelay__smoke_adaptive__s7,1,4561,FAILED,a3fbf114b865686b7bfb74f76dc4f9f59b805500,bf0e78b6182c015449964793653a9cf51ddddc0a00fdf963a43fe170b5410d2a,00:14:19,1:0,failed_terminal_composite_checkpoint,"training/query/reference/metrics/anchors/EGL media complete; 32k rejected by 23k Orbax save cadence"
