step,condition,effective_delay,initial_state,episode_length,episode_return,upright_fraction,mean_abs_pole_angle_rad,max_abs_cart_position,mean_abs_command_applied_mismatch,mean_queue_l2,observed_delay_matches_condition
0,delay0,0,0,500,123.58241920084038,0.13972055888223553,2.107474418011144,1.8914306163787842,0.0,0.3601942937914384,1
0,delay0,0,1,500,106.69994656778056,0.0,2.3514912410304554,1.8688572645187378,0.0,0.40354828748582183,1
0,delay4,4,0,500,49.607139388956966,0.0,2.5894370748744757,1.8570574522018433,0.1901068567633629,0.5113419543170535,1
0,delay4,4,1,500,62.49386249494887,0.0,2.5130115046287687,1.8575941324234009,0.1834221483282745,0.4889421931629879,1
50000,delay0,0,0,500,763.986638735727,0.8602794411177644,0.36440623601154626,1.8907194137573242,0.0,0.3528303116975412,1
50000,delay0,0,1,500,765.7776198842266,0.8602794411177644,0.3620039779020068,1.8830690383911133,0.0,0.35259543895359674,1
50000,delay4,4,0,500,341.8231480846671,0.3473053892215569,1.3537473389374581,1.8992645740509033,0.5094407453387976,1.5853055562848302,1
50000,delay4,4,1,500,350.9058918467599,0.36127744510978044,1.3046376284508445,1.884483814239502,0.6067384707704186,1.594128695781401,1
