profile,step,delay,horizon,deployed_horizon,counterfactual_horizon,env_mean,env_std,decision_score,deployment_score,return_term,roughness_term,return_std_term,conditional_reference_mean
b1,44000,6,8,2,2,22.09375,12.836372375488281,-4.754169464111328,-4.754169464111328,-0.2306249886751175,-4.62408971786499,0.10054519772529602,66.921875
b1,46000,4,2,2,2,55.84375,33.23506164550781,0.0,0.0,0.0,-0.0,-0.0,
b1,46000,4,3,2,2,41.84375,18.282691955566406,-1.1771363019943237,-1.1771363019943237,-0.2800000011920929,-1.196183681488037,0.2990473806858063,
b1,46000,4,4,2,2,51.71875,37.99607849121094,-2.6931345462799072,-2.6931345462799072,-0.08249999582767487,-2.515414237976074,-0.09522033482789993,
b1,46000,4,5,2,2,36.78125,16.784915924072266,-2.9303197860717773,-2.9303197860717773,-0.3812499940395355,-2.878072738647461,0.32900291681289673,
b1,46000,4,6,2,2,31.5625,16.59054183959961,-3.644287586212158,-3.644287586212158,-0.4856249988079071,-3.4915530681610107,0.3328903913497925,
b1,46000,4,7,2,2,31.5625,15.638368606567383,-3.663693904876709,-3.663693904876709,-0.4856249988079071,-3.530003070831299,0.35193386673927307,
b1,46000,4,8,2,2,31.0,15.674422264099121,-4.274326801300049,-4.274326801300049,-0.49687498807907104,-4.128664970397949,0.3512127697467804,
b1,48000,4,2,2,2,92.96875,76.35545349121094,0.0,0.0,0.0,-0.0,-0.0,224.40625
b1,48000,4,3,2,2,138.375,74.86143493652344,-0.281423419713974,-0.281423419713974,0.9081249833106995,-1.2194287776947021,0.029880370944738388,354.3203125
b1,48000,4,4,2,2,148.28125,89.64347076416016,-0.8478856086730957,-0.8478856086730957,1.1062499284744263,-1.6883752346038818,-0.2657603323459625,380.2421875
b1,48000,4,5,2,2,90.5,70.28379821777344,-1.9617325067520142,-1.9617325067520142,-0.04937499761581421,-2.0337905883789062,0.12143310159444809,245.15625
b1,48000,4,6,2,2,30.625,26.680692672729492,-2.5680911540985107,-2.5680911540985107,-1.2468749284744263,-2.314711570739746,0.9934951663017273,82.7890625
b1,48000,4,7,2,2,30.65625,22.95730972290039,-2.9044790267944336,-2.9044790267944336,-1.2462499141693115,-2.726191997528076,1.067962884902954,62.59375
b1,48000,4,8,2,2,35.875,24.7408447265625,-3.3900234699249268,-3.3900234699249268,-1.1418750286102295,-3.2804408073425293,1.032292127609253,88.5703125
b1,50000,0,2,2,2,339.96875,76.86614990234375,0.0,0.0,0.0,-0.0,-0.0,
b1,50000,0,3,2,2,340.75,76.73371124267578,-1.02864408493042,-1.02864408493042,0.015625,-1.0469179153442383,0.0026487731374800205,
b1,50000,0,4,2,2,340.375,77.04695892333984,-2.166126251220703,-2.166126251220703,0.008124999701976776,-2.170635223388672,-0.003616180270910263,
b1,50000,0,5,2,2,339.875,77.70165252685547,-2.9529716968536377,-2.9529716968536377,-0.0018749999580904841,-2.934386730194092,-0.016710052266716957,
b1,50000,0,6,2,2,335.0,83.98995208740234,-3.7093071937561035,-3.7093071937561035,-0.09937499463558197,-3.467456102371216,-0.14247603714466095,
b1,50000,0,7,2,2,335.28125,83.85784912109375,-4.119448184967041,-4.119448184967041,-0.09375,-3.885864019393921,-0.1398339867591858,
b1,50000,0,8,2,2,334.1875,85.49430847167969,-4.595046520233154,-4.595046520233154,-0.11562499403953552,-4.306858539581299,-0.17256316542625427,
b1,52000,0,2,2,2,318.125,110.70392608642578,0.0,0.0,0.0,-0.0,-0.0,792.8203125
b1,52000,0,3,2,2,315.78125,114.45433044433594,-1.708816647529602,-1.708816647529602,-0.046875,-1.5869336128234863,-0.0750080868601799,791.84375
b1,52000,0,4,2,2,304.15625,132.70787048339844,-2.9169578552246094,-2.9169578552246094,-0.27937498688697815,-2.1975038051605225,-0.44007888436317444,781.6875
b1,52000,0,5,2,2,303.96875,132.90867614746094,-4.23617696762085,-4.23617696762085,-0.28312498331069946,-3.5089569091796875,-0.4440949857234955,769.3125
b1,52000,0,6,2,2,305.5,134.96620178222656,-4.463141918182373,-4.463141918182373,-0.2524999976158142,-3.725396156311035,-0.4852454960346222,768.3515625
b1,52000,0,7,2,2,305.75,134.91896057128906,-4.856904983520508,-4.856904983520508,-0.2474999874830246,-4.1251044273376465,-0.4843006730079651,768.1640625
b1,52000,0,8,2,2,304.71875,135.73623657226562,-5.471670627593994,-5.471670627593994,-0.2681249976158142,-4.70289945602417,-0.50064617395401,766.890625
b1,54000,0,2,2,2,334.25,89.4060287475586,0.0,0.0,0.0,-0.0,-0.0,833.1875
b1,54000,0,3,2,2,334.4375,89.65766143798828,-0.7181252837181091,-0.7181252837181091,0.0037499999161809683,-0.7168426513671875,-0.005032653920352459,832.375
b1,54000,0,4,2,2,334.625,89.51981353759766,-1.499832034111023,-1.499832034111023,0.007499999832361937,-1.505056381225586,-0.0022756957914680243,827.9921875
b1,54000,0,5,2,2,334.34375,89.92587280273438,-2.2712559700012207,-2.2712559700012207,0.0018749999580904841,-2.2627339363098145,-0.010396881029009819,827.65625
b1,54000,0,6,2,2,334.5,89.55793762207031,-2.9539005756378174,-2.9539005756378174,0.004999999888241291,-2.955862522125244,-0.0030381774995476007,826.9296875
b1,54000,0,7,2,2,335.1875,89.23123931884766,-3.556997060775757,-3.556997060775757,0.01874999888241291,-3.579242706298828,0.003495788434520364,826.96875
b1,54000,0,8,2,2,334.125,90.92536163330078,-4.2032694816589355,-4.2032694816589355,-0.0024999999441206455,-4.170382976531982,-0.030386656522750854,828.640625
b2,36000,0,2,3,2,336.15625,84.45121002197266,1.1002665758132935,1.1002665758132935,-0.04437499865889549,1.1496620178222656,-0.005020446609705687,836.7578125
b2,36000,0,3,3,2,338.375,84.20018768310547,0.0,0.0,0.0,-0.0,-0.0,838.765625
b2,36000,0,4,3,2,338.34375,86.65037536621094,-0.5392008423805237,-0.5392008423805237,-0.0006249999860301614,-0.48957204818725586,-0.04900375381112099,840.203125
b2,36000,0,5,3,2,338.625,87.49954986572266,-1.4358255863189697,-1.4358255863189697,0.004999999888241291,-1.3748383522033691,-0.0659872442483902,840.78125
b2,36000,0,6,3,2,337.5,90.39358520507812,-1.9576143026351929,-1.9576143026351929,-0.017500000074505806,-1.8162462711334229,-0.1238679513335228,841.1484375
b2,36000,0,7,3,2,336.34375,91.52513122558594,-2.484281301498413,-2.484281301498413,-0.04062499850988388,-2.2971572875976562,-0.1464988738298416,838.734375
b2,36000,0,8,3,2,335.5625,92.4810562133789,-3.3825929164886475,-3.3825929164886475,-0.05624999850988388,-3.1607253551483154,-0.16561736166477203,838.625
b2,38000,2,2,3,2,307.59375,109.49339294433594,1.3169115781784058,1.3169115781784058,0.8087499737739563,1.0458786487579346,-0.5377169847488403,
b2,38000,2,3,3,2,267.15625,82.6075439453125,0.0,0.0,0.0,-0.0,-0.0,
b2,38000,2,4,3,2,121.9375,38.89082336425781,-2.89532208442688,-2.89532208442688,-2.904374837875366,-0.8652815818786621,0.8743343949317932,
b2,38000,2,5,3,2,105.46875,39.98904800415039,-3.9818296432495117,-3.9818296432495117,-3.2337498664855957,-1.6004496812820435,0.8523699045181274,
b2,38000,2,6,3,2,118.25,87.43997955322266,-5.317895412445068,-5.317895412445068,-2.9781248569488525,-2.243122100830078,-0.09664870798587799,
b2,38000,2,7,3,2,118.40625,96.35768127441406,-6.067540645599365,-6.067540645599365,-2.9749999046325684,-2.817538022994995,-0.27500274777412415,
b2,38000,2,8,3,2,105.40625,89.63775634765625,-6.717630863189697,-6.717630863189697,-3.234999895095825,-3.342026948928833,-0.14060424268245697,
b2,40000,2,2,3,2,317.6875,119.10432434082031,0.7342250347137451,0.7342250347137451,-0.22062499821186066,0.9564312696456909,-0.0015812682686373591,706.2578125
b2,40000,2,3,3,2,328.71875,119.02526092529297,0.0,0.0,0.0,-0.0,-0.0,722.8984375
b2,40000,2,4,3,2,330.5,119.38016510009766,-1.1722029447555542,-1.1722029447555542,0.035624999552965164,-1.2007298469543457,-0.007098083384335041,723.3359375
b2,40000,2,5,3,2,328.15625,121.13837432861328,-2.1214656829833984,-2.1214656829833984,-0.011249999515712261,-2.06795334815979,-0.04226226732134819,721.5859375
b2,40000,2,6,3,2,320.40625,125.87117004394531,-3.027945041656494,-3.027945041656494,-0.16624999046325684,-2.7247769832611084,-0.13691817224025726,711.328125
b2,40000,2,7,3,2,301.40625,130.12562561035156,-3.907467842102051,-3.907467842102051,-0.5462499856948853,-3.1392107009887695,-0.22200728952884674,687.2578125
b2,40000,2,8,3,2,274.71875,142.1463165283203,-5.02544641494751,-5.02544641494751,-1.0799999237060547,-3.483025312423706,-0.46242108941078186,671.3359375
b2,42000,6,2,3,2,41.875,20.525516510009766,1.191917896270752,1.191917896270752,0.13750000298023224,1.1552913188934326,-0.1008734479546547,
b2,42000,6,3,3,2,35.0,15.481843948364258,0.0,0.0,0.0,-0.0,-0.0,
b2,42000,6,4,3,2,33.5625,15.010282516479492,-0.8332698941230774,-0.8332698941230774,-0.028749998658895493,-0.8139511346817017,0.009431228041648865,
b2,42000,6,5,3,2,34.1875,16.98609161376953,-1.652894377708435,-1.652894377708435,-0.016249999403953552,-1.6065593957901,-0.03008495271205902,
b2,42000,6,6,3,2,30.84375,12.923111915588379,-2.2810006141662598,-2.2810006141662598,-0.08312499523162842,-2.2490503787994385,0.05117464065551758,
b2,42000,6,7,3,2,30.78125,13.301161766052246,-2.922981023788452,-2.922981023788452,-0.08437500149011612,-2.8822197914123535,0.04361364245414734,
b2,42000,6,8,3,2,30.375,13.476252555847168,-3.825564384460449,-3.825564384460449,-0.0925000011920929,-3.7731761932373047,0.04011182859539986,
b2,44000,6,2,3,2,20.03125,17.768447875976562,0.6230354905128479,0.6230354905128479,0.15437500178813934,0.6290655136108398,-0.1604050248861313,69.828125
b2,44000,6,3,3,2,12.3125,9.748196601867676,0.0,0.0,0.0,-0.0,-0.0,30.546875
b2,44000,6,4,3,2,8.0,4.76969575881958,-1.0134642124176025,-1.0134642124176025,-0.08624999970197678,-1.0267843008041382,0.09957001358270645,24.7109375
b2,44000,6,5,3,2,9.4375,5.527982711791992,-1.5822126865386963,-1.5822126865386963,-0.057499997317790985,-1.6091169118881226,0.08440427482128143,31.90625
b2,44000,6,6,3,2,12.15625,5.466427803039551,-2.406731367111206,-2.406731367111206,-0.003124999813735485,-2.4892418384552,0.08563537150621414,31.6484375
b2,44000,6,7,3,2,10.9375,6.628242015838623,-2.6438188552856445,-2.6438188552856445,-0.027499999850988388,-2.678718090057373,0.062399089336395264,33.765625
b2,44000,6,8,3,2,12.25,9.447221755981445,-2.7699122428894043,-2.7699122428894043,-0.0012499999720603228,-2.774681806564331,0.006019496824592352,34.546875
b2,46000,4,2,3,2,55.125,32.0836296081543,1.3598690032958984,1.3598690032958984,0.35499998927116394,1.3384121656417847,-0.33354315161705017,
b2,46000,4,3,3,2,37.375,15.406471252441406,0.0,0.0,0.0,-0.0,-0.0,
b2,46000,4,4,3,2,27.65625,19.328750610351562,-1.2895547151565552,-1.2895547151565552,-0.19437499344348907,-1.0167341232299805,-0.07844558358192444,
b2,46000,4,5,3,2,27.96875,16.181556701660156,-1.8016427755355835,-1.8016427755355835,-0.18812499940395355,-1.5980160236358643,-0.015501708723604679,
b2,46000,4,6,3,2,37.34375,17.828365325927734,-2.0441784858703613,-2.0441784858703613,-0.0006249999860301614,-1.9951156377792358,-0.04843788221478462,
b2,46000,4,7,3,2,36.5,13.490736961364746,-2.214604139328003,-2.214604139328003,-0.017500000074505806,-2.2354187965393066,0.038314685225486755,
b2,46000,4,8,3,2,36.53125,16.881914138793945,-2.499772310256958,-2.499772310256958,-0.016874998807907104,-2.4533884525299072,-0.029508857056498528,
b2,48000,4,2,3,2,72.21875,48.541690826416016,1.296595573425293,1.296595573425293,0.84375,1.046900749206543,-0.59405517578125,160.9140625
b2,48000,4,3,3,2,30.03125,18.838930130004883,0.0,0.0,0.0,-0.0,-0.0,68.6796875
b2,48000,4,4,3,2,26.6875,20.3292236328125,-0.7228453159332275,-0.7228453159332275,-0.06687499582767487,-0.626164436340332,-0.029805868864059448,60.0234375
b2,48000,4,5,3,2,22.90625,18.59495735168457,-1.4081019163131714,-1.4081019163131714,-0.14249999821186066,-1.2704813480377197,0.0048794555477797985,45.40625
b2,48000,4,6,3,2,38.21875,18.194665908813477,-1.7661442756652832,-1.7661442756652832,0.16374999284744263,-1.9427796602249146,0.012885283678770065,96.625
b2,48000,4,7,3,2,34.59375,17.806001663208008,-2.4230611324310303,-2.4230611324310303,0.0912499949336052,-2.5349695682525635,0.020658569410443306,89.5859375
b2,48000,4,8,3,2,33.4375,11.80025863647461,-2.7932350635528564,-2.7932350635528564,0.06812500208616257,-3.00213360786438,0.14077343046665192,87.3125
b2,50000,0,2,3,3,334.96875,79.84182739257812,0.39638522267341614,0.39638522267341614,0.08999999612569809,0.026329517364501953,0.2800557017326355,
b2,50000,0,3,3,3,330.46875,93.84461212158203,0.0,0.0,0.0,-0.0,-0.0,
b2,50000,0,4,3,3,330.84375,93.85597229003906,-0.6476625800132751,-0.6476625800132751,0.007499999832361937,-0.654935359954834,-0.00022720335982739925,
b2,50000,0,5,3,3,324.71875,107.6374740600586,-1.8513526916503906,-1.8513526916503906,-0.11499999463558197,-1.4604954719543457,-0.27585723996162415,
b2,50000,0,6,3,3,324.53125,107.93486785888672,-2.4222919940948486,-2.4222919940948486,-0.11874999850988388,-2.0217368602752686,-0.2818050980567932,
b2,50000,0,7,3,3,324.75,107.88883209228516,-2.982466220855713,-2.982466220855713,-0.11437499523162842,-2.5872068405151367,-0.28088438510894775,
b2,50000,0,8,3,3,323.5625,108.68962097167969,-3.5542097091674805,-3.5542097091674805,-0.1381250023841858,-3.1191844940185547,-0.2969001829624176,
b2,52000,0,2,3,2,321.75,98.5875244140625,0.9409770369529724,0.9409770369529724,-0.01249999925494194,0.9588618278503418,-0.0053848265670239925,828.9921875
b2,52000,0,3,3,2,322.375,98.31828308105469,0.0,0.0,0.0,-0.0,-0.0,829.5234375
b2,52000,0,4,3,2,322.96875,98.54708862304688,-0.8465381264686584,-0.8465381264686584,0.011874999850988388,-0.8538370132446289,-0.0045761107467114925,803.0234375
b2,52000,0,5,3,2,323.3125,98.7542495727539,-1.6818053722381592,-1.6818053722381592,0.01874999888241291,-1.6918359994888306,-0.008719329722225666,798.796875
b2,52000,0,6,3,2,322.3125,99.43541717529297,-2.184678554534912,-2.184678554534912,-0.0012499999720603228,-2.161085844039917,-0.022342681884765625,799.28125
b2,52000,0,7,3,2,323.75,98.53298950195312,-2.605015277862549,-2.605015277862549,0.027499999850988388,-2.628221035003662,-0.004294128157198429,799.328125
b2,52000,0,8,3,2,321.59375,100.78685760498047,-3.1370961666107178,-3.1370961666107178,-0.015625,-3.0720996856689453,-0.04937148839235306,798.9296875
b2,54000,0,2,3,2,325.46875,91.83578491210938,1.064315915107727,1.064315915107727,0.0018749999580904841,1.0723509788513184,-0.00991012528538704,823.9296875
b2,54000,0,3,3,2,325.375,91.34027862548828,0.0,0.0,0.0,-0.0,-0.0,822.9921875
b2,54000,0,4,3,2,323.65625,92.79061889648438,-0.9214867353439331,-0.9214867353439331,-0.03437500074505806,-0.858104944229126,-0.029006805270910263,821.1875
b2,54000,0,5,3,2,322.34375,92.32063293457031,-1.6772887706756592,-1.6772887706756592,-0.060624998062849045,-1.5970567464828491,-0.01960708573460579,815.4296875
b2,54000,0,6,3,2,317.75,96.4241943359375,-2.5049710273742676,-2.5049710273742676,-0.1525000035762787,-2.2507927417755127,-0.10167831182479858,817.2109375
b2,54000,0,7,3,2,321.375,92.912841796875,-2.9470372200012207,-2.9470372200012207,-0.07999999821186066,-2.8355860710144043,-0.0314512625336647,817.2890625
b2,54000,0,8,3,2,323.3125,91.26624298095703,-3.427159070968628,-3.427159070968628,-0.04124999791383743,-3.387389898300171,0.0014807129045948386,821.703125
b3,36000,0,2,2,2,333.59375,87.63056182861328,0.0,0.0,0.0,-0.0,-0.0,837.578125
b3,36000,0,3,2,2,336.8125,86.31534576416016,-1.2422510385513306,-1.2422510385513306,0.06437499821186066,-1.3329304456710815,0.026304321363568306,839.953125
b3,36000,0,4,2,2,336.625,89.68477630615234,-1.9600456953048706,-1.9600456953048706,0.060624998062849045,-1.9795863628387451,-0.04108428955078125,841.0
b3,36000,0,5,2,2,333.125,100.89064025878906,-2.644909143447876,-2.644909143447876,-0.009374999441206455,-2.3703324794769287,-0.2652015686035156,840.4765625
b3,36000,0,6,2,2,332.96875,101.46996307373047,-3.1471571922302246,-3.1471571922302246,-0.01249999925494194,-2.8578691482543945,-0.27678802609443665,839.0078125
b3,36000,0,7,2,2,331.78125,102.88121795654297,-3.730994462966919,-3.730994462966919,-0.036249998956918716,-3.3897311687469482,-0.30501312017440796,837.6015625
b3,36000,0,8,2,2,332.875,102.46576690673828,-4.267556190490723,-4.267556190490723,-0.014374999329447746,-3.956476926803589,-0.29670408368110657,838.4453125
b3,38000,2,2,2,2,259.5,88.87525939941406,0.0,0.0,0.0,-0.0,-0.0,
b3,38000,2,3,2,2,113.90625,77.52191162109375,-3.7381298542022705,-3.7381298542022705,-2.911875009536743,-1.0533218383789062,0.22706694900989532,
b3,38000,2,4,2,2,124.75,90.27042388916016,-4.637878894805908,-4.637878894805908,-2.694999933242798,-1.9149761199951172,-0.02790328860282898,
b3,38000,2,5,2,2,73.0,34.2061767578125,-5.273739814758301,-5.273739814758301,-3.7300000190734863,-2.6371212005615234,1.093381643295288,
b3,38000,2,6,2,2,53.4375,21.139326095581055,-6.032804012298584,-6.032804012298584,-4.121249675750732,-3.266273021697998,1.354718565940857,
b3,38000,2,7,2,2,64.71875,27.664546966552734,-6.497955799102783,-6.497955799102783,-3.895624876022339,-3.826545238494873,1.2242141962051392,
b3,38000,2,8,2,2,58.0625,24.581417083740234,-7.081976413726807,-7.081976413726807,-4.028749942779541,-4.339103698730469,1.285876750946045,
b3,40000,2,2,2,2,315.65625,120.2439193725586,0.0,0.0,0.0,-0.0,-0.0,711.96875
b3,40000,2,3,2,2,291.84375,103.95133972167969,-1.159058690071106,-1.159058690071106,-0.4762499928474426,-1.0086603164672852,0.32585158944129944,642.625
b3,40000,2,4,2,2,243.0625,100.70561218261719,-2.8625216484069824,-2.8625216484069824,-1.4518749713897705,-1.80141282081604,0.3907661437988281,529.8671875
b3,40000,2,5,2,2,231.125,102.48558807373047,-3.550694704055786,-3.550694704055786,-1.6906249523162842,-2.2152364253997803,0.35516661405563354,556.96875
b3,40000,2,6,2,2,238.71875,129.3691864013672,-4.184344291687012,-4.184344291687012,-1.5387499332427979,-2.4630892276763916,-0.18250533938407898,590.40625
b3,40000,2,7,2,2,152.125,126.27914428710938,-5.999650955200195,-5.999650955200195,-3.270624876022339,-2.60832142829895,-0.12070449441671371,428.46875
b3,40000,2,8,2,2,99.65625,108.20802307128906,-6.895193099975586,-6.895193099975586,-4.319999694824219,-2.815911293029785,0.24071791768074036,346.078125
b3,42000,6,2,6,2,61.8125,37.02485275268555,3.514698028564453,3.514698028564453,0.6331250071525574,3.2789552211761475,-0.39738231897354126,
b3,42000,6,3,6,2,40.09375,18.023178100585938,2.2532401084899902,2.2532401084899902,0.19874998927116394,2.071838855743408,-0.017348824068903923,
b3,42000,6,4,6,2,39.0,16.20570945739746,1.4252349138259888,1.4252349138259888,0.17687499523162842,1.2293593883514404,0.019000548869371414,
b3,42000,6,5,6,2,32.5,17.115415573120117,0.6407821178436279,0.6407821178436279,0.046875,0.5931006669998169,0.0008064269786700606,
b3,42000,6,6,6,2,30.15625,17.155736923217773,0.0,0.0,0.0,-0.0,-0.0,
b3,42000,6,7,6,2,20.09375,21.332719802856445,-0.9413198232650757,-0.9413198232650757,-0.20125000178813934,-0.6565301418304443,-0.08353965729475021,
b3,42000,6,8,6,2,12.96875,23.16716957092285,-1.5122390985488892,-1.5122390985488892,-0.34375,-1.0482604503631592,-0.12022864818572998,
b3,44000,6,2,6,2,38.59375,23.64960289001465,3.7284417152404785,3.7284417152404785,0.3349999785423279,3.523428201675415,-0.12998661398887634,96.9453125
b3,44000,6,3,6,2,27.125,18.81114959716797,2.526988983154297,2.526988983154297,0.10562499612569809,2.4545814990997314,-0.033217545598745346,87.265625
b3,44000,6,4,6,2,30.0625,22.807533264160156,1.070626974105835,1.070626974105835,0.16437499225139618,1.019397258758545,-0.11314521729946136,101.8046875
b3,44000,6,5,6,2,31.5,26.431514739990234,0.3552898168563843,0.3552898168563843,0.19312499463558197,0.3477896749973297,-0.1856248378753662,101.28125
b3,44000,6,6,6,2,21.84375,17.150272369384766,0.0,0.0,0.0,-0.0,-0.0,77.125
b3,44000,6,7,6,2,19.90625,14.215659141540527,-0.5570738911628723,-0.5570738911628723,-0.038750000298023224,-0.5770161747932434,0.05869226157665253,68.15625
b3,44000,6,8,6,2,21.21875,16.164649963378906,-1.1251156330108643,-1.1251156330108643,-0.01249999925494194,-1.1323280334472656,0.019712448120117188,70.9296875
b3,46000,4,2,4,2,99.5,37.342166900634766,2.677713394165039,2.677713394165039,0.7837499976158142,2.195261001586914,-0.301297664642334,
b3,46000,4,3,4,2,65.125,20.785736083984375,0.7734057307243347,0.7734057307243347,0.09624999761581421,0.647324800491333,0.0298309326171875,
b3,46000,4,4,4,2,60.3125,22.27728271484375,0.0,0.0,0.0,-0.0,-0.0,
b3,46000,4,5,4,2,52.3125,24.32390594482422,-0.6920451521873474,-0.6920451521873474,-0.1599999964237213,-0.49111270904541016,-0.040932465344667435,
b3,46000,4,6,4,2,34.5625,18.678091049194336,-1.4812061786651611,-1.4812061786651611,-0.5149999856948853,-1.0381900072097778,0.07198382914066315,
b3,46000,4,7,4,2,49.59375,31.67891502380371,-2.055649995803833,-2.055649995803833,-0.21437498927116394,-1.6532423496246338,-0.18803264200687408,
b3,46000,4,8,4,2,60.0625,34.1567497253418,-2.5920588970184326,-2.5920588970184326,-0.004999999888241291,-2.3494694232940674,-0.23758932948112488,
b3,48000,4,2,4,2,70.09375,31.680395126342773,1.4658892154693604,1.4658892154693604,0.025624999776482582,1.652640700340271,-0.2123764306306839,159.8671875
b3,48000,4,3,4,2,63.90625,23.2572021484375,0.8244609236717224,0.8244609236717224,-0.09812499582767487,0.9664984941482544,-0.043912582099437714,152.9921875
b3,48000,4,4,4,2,68.8125,21.061573028564453,0.0,0.0,0.0,-0.0,-0.0,151.46875
b3,48000,4,5,4,2,56.8125,31.678499221801758,-1.1837979555130005,-1.1837979555130005,-0.23999999463558197,-0.7314594388008118,-0.21233852207660675,139.859375
b3,48000,4,6,4,2,46.375,29.216594696044922,-1.7834298610687256,-1.7834298610687256,-0.44874998927116394,-1.171579360961914,-0.1631004363298416,124.0625
